words,sport,business,politic,entertainment,tech
lab,2.0654969069183818e-05,1.924668475855034e-05,9.263204698297423e-06,3.6516341062625523e-05,0.00031517571045858064
stefano,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
burgess,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
yougov,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
halliburton,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
lax,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
lay,8.261987627673527e-05,6.736339665492619e-05,0.0001204216610778665,2.4344227375083682e-05,4.3774404230358426e-05
konstantino,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
rebal,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
law,9.294736081132719e-05,0.0008372307869969397,0.0024918020638420068,0.00030430284218854606,0.0008754880846071685
lap,8.261987627673527e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,2.6264642538215056e-05
arci,0.00018589472162265438,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
demonstr,6.196490720755145e-05,0.00011548010855130203,0.0002778961409489227,4.8688454750167365e-05,0.00014883297438321864
unbalanc,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
germano,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
bosphoru,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
pegg,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
domin,0.00042342686591826826,0.00024058355948187925,0.00014821127517275877,0.0002921307285010042,0.00042898916145751257
interpol,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
greer,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.00012172113687541841,8.754880846071685e-06
opaqu,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
schneider,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
credenti,6.196490720755145e-05,2.887002713782551e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
greet,5.1637422672959547e-05,1.924668475855034e-05,1.8526409396594847e-05,9.737690950033473e-05,7.879392761464516e-05
detent,1.0327484534591909e-05,9.62334237927517e-06,0.0003612649832335995,1.2172113687541841e-05,8.754880846071685e-06
greek,0.0005989941030063307,2.887002713782551e-05,2.7789614094892268e-05,4.8688454750167365e-05,8.754880846071685e-06
nascent,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
green,0.0003304795051069411,7.698673903420136e-05,0.0003242121644404098,0.0003773355243137971,5.252928507643011e-05
loosehead,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
remand,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
hasti,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
greec,0.00014458478348428674,0.00010585676617202686,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
palepoi,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
order,0.0002168771752264301,0.0008468541293762149,0.0008892676510365526,0.0003164749558760879,0.00043774404230358425
umbil,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
lindsay,0.00022720465976102202,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
gescher,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
tipto,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
mutola,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
woollen,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
ritzier,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
incit,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,4.8688454750167365e-05,2.6264642538215056e-05
claimant,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
consenu,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
consent,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
offici,0.0005370291957987793,0.0009430875531689667,0.0008058988087518758,0.0002677865011259205,0.0004640086848417993
insolv,1.0327484534591909e-05,5.774005427565102e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
zen,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,7.879392761464516e-05
curbishley,5.1637422672959547e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
pascal,7.229239174214337e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
spybot,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,7.003904676857348e-05
lensworth,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
incid,0.0002375321442956139,2.887002713782551e-05,9.263204698297422e-05,0.00018258170531312764,7.879392761464516e-05
uwb,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00023638178284393548
japan,0.00015491226801887865,0.001077814346478819,6.484243288808196e-05,0.0003164749558760879,0.0005515574933025162
slimmer,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,1.2172113687541841e-05,3.501952338428674e-05
flexibl,2.0654969069183818e-05,0.00013472679330985238,0.0001204216610778665,1.2172113687541841e-05,6.128416592250179e-05
gyllenha,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
troman,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
streetwis,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
dominica,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
lyttelton,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
christin,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,3.6516341062625523e-05,8.754880846071685e-06
parsimoni,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
venta,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hypnot,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,2.4344227375083682e-05,8.754880846071685e-06
inadvert,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,7.003904676857348e-05
pricier,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
offic,7.229239174214337e-05,0.0010296976345824432,0.0017970617114697,0.0015093420972551884,0.0005865770166868029
segway,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
strafe,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
clanger,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
inexor,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
citigroup,1.0327484534591909e-05,0.0002213368747233289,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
overshoot,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
rfid,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00021011714030572045
electra,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
theo,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,1.750976169214337e-05
tbwa,1.0327484534591909e-05,9.62334237927517e-06,6.484243288808196e-05,1.2172113687541841e-05,8.754880846071685e-06
woken,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
corrobor,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
fragment,2.0654969069183818e-05,3.849336951710068e-05,9.263204698297423e-06,3.6516341062625523e-05,4.3774404230358426e-05
safe,0.00011360232988051101,1.924668475855034e-05,0.00016673768456935362,0.00012172113687541841,0.00012256833184500358
expressionist,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
break,0.0015078127420504188,0.00028870027137825507,0.00033347536913870725,0.0003286470695636297,0.00024513666369000716
band,3.0982453603775725e-05,9.62334237927517e-06,0.00011115845637956907,0.0029578236260726677,0.00012256833184500358
bang,2.0654969069183818e-05,1.924668475855034e-05,2.7789614094892268e-05,2.4344227375083682e-05,1.750976169214337e-05
bana,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
coffer,1.0327484534591909e-05,2.887002713782551e-05,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
banc,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
gothamist,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
frock,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
bano,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
lifelong,5.1637422672959547e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
finjan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
bank,4.1309938138367636e-05,0.004426737494466578,0.0001204216610778665,0.00021909804637575315,0.00047276356568787096
bread,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,1.2172113687541841e-05,1.750976169214337e-05
gregorio,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
nhtcu,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,4.3774404230358426e-05
tendenc,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,3.6516341062625523e-05,1.750976169214337e-05
vidal,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
oxygen,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
vinod,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
bjorn,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,0.0001138134509989319
anastasia,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
rocki,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
ljubic,0.00017556723708806246,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
entopia,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
tootsi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
slaveri,1.0327484534591909e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
vessel,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
costello,3.0982453603775725e-05,2.887002713782551e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
downshift,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
logu,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
monolith,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
pirouett,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
bankash,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
gerrard,0.0008571812163711285,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
winterbottom,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
khomenei,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
kirin,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
webber,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,7.303268212525105e-05,8.754880846071685e-06
fleme,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
nigerian,2.0654969069183818e-05,4.811671189637585e-05,9.263204698297423e-06,2.4344227375083682e-05,4.3774404230358426e-05
roxi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
sseyo,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
slimlin,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,3.501952338428674e-05
anthem,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,8.52047958127929e-05,8.754880846071685e-06
flock,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,2.4344227375083682e-05,1.750976169214337e-05
picasa,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
slew,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,2.6264642538215056e-05
preachi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
monteith,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,2.6264642538215056e-05
lomana,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
palat,3.0982453603775725e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
wgc,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
horoscop,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
unaid,2.0654969069183818e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
diesel,1.0327484534591909e-05,7.698673903420136e-05,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
fellowship,1.0327484534591909e-05,1.924668475855034e-05,2.7789614094892268e-05,2.4344227375083682e-05,8.754880846071685e-06
palac,0.00011360232988051101,9.62334237927517e-06,7.410563758637939e-05,8.52047958127929e-05,1.750976169214337e-05
daniel,0.00010327484534591909,9.62334237927517e-06,3.705281879318969e-05,0.00012172113687541841,8.754880846071685e-06
disloyalti,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
stolichnaya,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
generoso,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
unkempt,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
hooker,0.00011360232988051101,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
nyse,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
judith,1.0327484534591909e-05,1.924668475855034e-05,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
forti,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,6.0860568437709206e-05,2.6264642538215056e-05
hogan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,9.630368930678853e-05
lamacq,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
mullen,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
barrier,5.1637422672959547e-05,2.887002713782551e-05,3.705281879318969e-05,6.0860568437709206e-05,0.00015758785522929032
veto,1.0327484534591909e-05,5.774005427565102e-05,0.00012968486577616392,1.2172113687541841e-05,8.754880846071685e-06
lawless,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
minghella,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
standard,0.00019622220615724627,0.0005966472275150606,0.00038905459732849174,0.00019475381900066946,0.0007529197527621649
borrel,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
techno,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
ntl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,0.00013132321269107529
macneil,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
lisa,4.1309938138367636e-05,9.62334237927517e-06,1.8526409396594847e-05,7.303268212525105e-05,1.750976169214337e-05
spencer,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
fring,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
monkey,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
mogul,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,0.00010954902318787658,8.754880846071685e-06
lousi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
reneg,1.0327484534591909e-05,9.62334237927517e-06,3.705281879318969e-05,1.2172113687541841e-05,8.754880846071685e-06
mankind,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,8.754880846071685e-06
canterburi,1.0327484534591909e-05,9.62334237927517e-06,6.484243288808196e-05,1.2172113687541841e-05,8.754880846071685e-06
slovenia,4.1309938138367636e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
angl,0.00014458478348428674,9.62334237927517e-06,1.8526409396594847e-05,2.4344227375083682e-05,6.128416592250179e-05
chirac,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297422e-05,1.2172113687541841e-05,8.754880846071685e-06
inmat,1.0327484534591909e-05,9.62334237927517e-06,4.631602349148711e-05,1.2172113687541841e-05,8.754880846071685e-06
shinnama,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
angu,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
renew,7.229239174214337e-05,0.00012510345093057722,0.00014821127517275877,3.6516341062625523e-05,3.501952338428674e-05
regress,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,2.4344227375083682e-05,8.754880846071685e-06
hosieri,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
magdalena,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
licens,1.0327484534591909e-05,5.774005427565102e-05,0.00012968486577616392,2.4344227375083682e-05,0.00015758785522929032
lishman,1.0327484534591909e-05,1.924668475855034e-05,7.410563758637939e-05,1.2172113687541841e-05,8.754880846071685e-06
marigni,0.00022720465976102202,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
synergi,1.0327484534591909e-05,3.849336951710068e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
wolverhampton,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
bloomberg,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
render,1.0327484534591909e-05,1.924668475855034e-05,9.263204698297423e-06,2.4344227375083682e-05,9.630368930678853e-05
graveston,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
independ,0.00017556723708806246,0.00025020690186115444,0.0007410563758637938,0.0005964335706895502,0.00018385249776750538
pavlovian,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
unsuit,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,4.8688454750167365e-05,8.754880846071685e-06
yaffl,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
tynecastl,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
uruguayan,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
boudewijn,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
lar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
uncollect,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
mervyn,2.0654969069183818e-05,6.736339665492619e-05,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
fahrenheit,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,0.0001460653642505021,8.754880846071685e-06
adwar,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,2.6264642538215056e-05
nomin,2.0654969069183818e-05,5.774005427565102e-05,3.705281879318969e-05,0.0029334793986975837,6.128416592250179e-05
usdaw,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
bskyb,1.0327484534591909e-05,4.811671189637585e-05,9.263204698297423e-06,2.4344227375083682e-05,5.252928507643011e-05
airi,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
mcgee,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
hereditari,1.0327484534591909e-05,9.62334237927517e-06,5.5579228189784537e-05,1.2172113687541841e-05,8.754880846071685e-06
overr,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
timothi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
confectioneri,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
larissa,1.0327484534591909e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
plessi,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
unsatisfi,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,1.750976169214337e-05
john,0.0005886666184717388,0.00030794695613680544,0.0008336884228467681,0.0008155316170653033,0.0001750976169214337
kiwi,8.261987627673527e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
docherti,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
schuettler,4.1309938138367636e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
wholescal,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
alonso,5.1637422672959547e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
luncheon,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
oprah,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
albert,6.196490720755145e-05,9.62334237927517e-06,9.263204698297423e-06,6.0860568437709206e-05,8.754880846071685e-06
persson,2.0654969069183818e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
fridg,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,2.4344227375083682e-05,8.754880846071685e-06
hytner,1.0327484534591909e-05,9.62334237927517e-06,9.263204698297423e-06,3.6516341062625523e-05,8.754880846071685e-06
orphanag,1.0327484534591909e-05,9.62334237927517e-06,2.7789614094892268e-05,1.2172113687541841e-05,8.754880846071685e-06
moxey,3.0982453603775725e-05,9.62334237927517e-06,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
paltri,2.0654969069183818e-05,9.62334237927517e-06,1.8526409396594847e-05,1.2172113687541841e-05,8.754880846071685e-06
cereal,1.0327484534591909e-05,2.887002713782551e-05,9.263204698297423e-06,1.2172113687541841e-05,8.754880846071685e-06
termin,1.0327484534591909e-05,3.849336951710068e-05,2.7789614094892268e-05,1.2172113687541841e-05,0.00010505857015286022
